2025-04-28 19:47:32.973 [main] INFO  c.sau.CquptWebManagementApplication - Starting CquptWebManagementApplication using Java 17.0.13 with PID 21984 (D:\Java\web-ai-practice\cqupt-web-management\target\classes started by 77639 in D:\Java\web-ai-practice)
2025-04-28 19:47:32.974 [main] INFO  c.sau.CquptWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-04-28 19:47:33.925 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-04-28 19:47:33.933 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-04-28 19:47:33.935 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-04-28 19:47:33.935 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-04-28 19:47:33.983 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-04-28 19:47:33.983 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 980 ms
2025-04-28 19:47:34.601 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-04-28 19:47:34.615 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-04-28 19:47:34.620 [main] INFO  c.sau.CquptWebManagementApplication - Started CquptWebManagementApplication in 2.03 seconds (process running for 2.711)
2025-04-28 20:21:00.333 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-04-28 20:21:00.334 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-04-28 20:21:00.335 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-04-28 20:21:00.360 [http-nio-8080-exec-1] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 20:21:00.375 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-04-28 20:21:00.643 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7ab71fd3
2025-04-28 20:21:00.644 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-04-28 20:21:04.327 [http-nio-8080-exec-2] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 20:21:11.302 [http-nio-8080-exec-4] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 20:30:31.515 [http-nio-8080-exec-3] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 20:49:36.206 [http-nio-8080-exec-5] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 20:49:41.249 [http-nio-8080-exec-6] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-04-28 23:03:29.685 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-04-28 23:03:30.051 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-04-28 23:03:30.058 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-04-28 23:03:30.066 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
