2025-03-31 21:44:03.969 [main] INFO  c.sau.CquptWebManagementApplication - Starting CquptWebManagementApplication using Java 17.0.13 with PID 23576 (D:\Java\web-ai-practice\cqupt-web-management\target\classes started by 77639 in D:\Java\web-ai-practice)
2025-03-31 21:44:03.971 [main] INFO  c.sau.CquptWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-03-31 21:44:04.652 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-03-31 21:44:04.659 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-03-31 21:44:04.661 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-03-31 21:44:04.661 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-03-31 21:44:04.703 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-03-31 21:44:04.704 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 705 ms
2025-03-31 21:44:05.081 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-03-31 21:44:05.092 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-03-31 21:44:05.097 [main] INFO  c.sau.CquptWebManagementApplication - Started CquptWebManagementApplication in 1.429 seconds (process running for 1.953)
2025-03-31 21:45:50.275 [http-nio-8080-exec-7] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-03-31 21:45:50.276 [http-nio-8080-exec-7] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-03-31 21:45:50.277 [http-nio-8080-exec-7] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-03-31 21:45:55.481 [http-nio-8080-exec-8] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-03-31 21:45:55.498 [http-nio-8080-exec-3] INFO  com.sau.controller.EmpController - 分页查询,参数:1,10
2025-03-31 21:45:55.519 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-03-31 21:45:56.134 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4787180d
2025-03-31 21:45:56.136 [http-nio-8080-exec-8] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-03-31 21:46:02.116 [http-nio-8080-exec-10] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-03-31 21:46:03.465 [http-nio-8080-exec-1] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-03-31 21:46:03.466 [http-nio-8080-exec-9] INFO  com.sau.controller.EmpController - 分页查询,参数:1,10
2025-03-31 21:46:38.773 [http-nio-8080-exec-7] INFO  com.sau.controller.EmpController - 分页查询,参数:1,20
2025-03-31 21:46:42.501 [http-nio-8080-exec-4] INFO  com.sau.controller.EmpController - 分页查询,参数:1,30
2025-03-31 21:46:48.663 [http-nio-8080-exec-5] INFO  com.sau.controller.EmpController - 分页查询,参数:1,40
2025-03-31 21:47:03.403 [http-nio-8080-exec-7] INFO  com.sau.controller.EmpController - 分页查询,参数:1,10
2025-03-31 21:47:36.920 [http-nio-8080-exec-4] INFO  com.sau.controller.EmpController - 分页查询,参数:2,10
2025-03-31 21:47:38.703 [http-nio-8080-exec-5] INFO  com.sau.controller.EmpController - 分页查询,参数:3,10
2025-03-31 21:47:42.316 [http-nio-8080-exec-2] INFO  com.sau.controller.EmpController - 分页查询,参数:2,10
2025-03-31 21:47:45.206 [http-nio-8080-exec-6] INFO  com.sau.controller.EmpController - 分页查询,参数:1,10
2025-03-31 21:47:52.934 [http-nio-8080-exec-8] INFO  com.sau.controller.EmpController - 分页查询,参数:2,10
2025-03-31 22:12:06.689 [http-nio-8080-exec-10] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-03-31 22:12:06.689 [http-nio-8080-exec-3] INFO  com.sau.controller.EmpController - 分页查询,参数:1,10
2025-03-31 22:20:57.152 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-03-31 22:20:57.461 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-03-31 22:20:57.465 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-03-31 22:20:57.473 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
