2025-05-01 15:29:41.679 [main] INFO  c.sau.CquptWebManagementApplication - Starting CquptWebManagementApplication using Java 17.0.13 with PID 17004 (D:\Java\web-ai-practice\cqupt-web-management\target\classes started by 77639 in D:\Java\web-ai-practice)
2025-05-01 15:29:41.680 [main] INFO  c.sau.CquptWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-01 15:29:42.743 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-05-01 15:29:42.753 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-05-01 15:29:42.754 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-05-01 15:29:42.755 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.36]
2025-05-01 15:29:42.810 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-01 15:29:42.810 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1100 ms
2025-05-01 15:29:43.438 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-05-01 15:29:43.451 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-05-01 15:29:43.457 [main] INFO  c.sau.CquptWebManagementApplication - Started CquptWebManagementApplication in 2.148 seconds (process running for 2.814)
2025-05-01 16:05:18.378 [http-nio-8080-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-01 16:05:18.380 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-01 16:05:18.382 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-05-01 16:05:18.416 [http-nio-8080-exec-1] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:05:18.454 [http-nio-8080-exec-2] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:05:18.466 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-01 16:05:18.872 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@475b71f6
2025-05-01 16:05:18.872 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-01 16:07:02.910 [http-nio-8080-exec-4] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:07:02.910 [http-nio-8080-exec-5] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:07:08.116 [http-nio-8080-exec-3] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:07:08.121 [http-nio-8080-exec-6] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:07:08.237 [http-nio-8080-exec-8] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:07:08.238 [http-nio-8080-exec-7] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:07:57.888 [http-nio-8080-exec-9] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:07:57.891 [http-nio-8080-exec-10] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:08:04.762 [http-nio-8080-exec-1] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:08:04.762 [http-nio-8080-exec-2] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:08:06.343 [http-nio-8080-exec-5] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:08:06.343 [http-nio-8080-exec-4] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:08:06.465 [http-nio-8080-exec-6] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:08:06.465 [http-nio-8080-exec-3] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:08:37.081 [http-nio-8080-exec-8] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:08:37.081 [http-nio-8080-exec-7] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:08:38.757 [http-nio-8080-exec-10] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:08:38.757 [http-nio-8080-exec-9] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:09:21.449 [http-nio-8080-exec-2] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:09:21.449 [http-nio-8080-exec-1] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:09:24.031 [http-nio-8080-exec-4] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:09:24.032 [http-nio-8080-exec-5] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:09:55.389 [http-nio-8080-exec-3] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:09:55.390 [http-nio-8080-exec-6] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:10:52.463 [http-nio-8080-exec-8] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:10:52.463 [http-nio-8080-exec-7] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:10:53.897 [http-nio-8080-exec-9] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:10:53.898 [http-nio-8080-exec-10] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:11:03.261 [http-nio-8080-exec-1] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:11:03.264 [http-nio-8080-exec-2] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:12:06.702 [http-nio-8080-exec-4] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:12:06.702 [http-nio-8080-exec-5] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:13:33.123 [http-nio-8080-exec-6] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:13:33.124 [http-nio-8080-exec-3] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:13:35.819 [http-nio-8080-exec-7] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:13:35.820 [http-nio-8080-exec-8] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
2025-05-01 16:14:12.650 [http-nio-8080-exec-10] INFO  com.sau.controller.DeptController - 展示全部部门数据
2025-05-01 16:14:12.651 [http-nio-8080-exec-9] INFO  com.sau.controller.EmpController - 分页查询,参数:EmpQueryParam(page=1, pageSize=10, name=, gender=null, begin=null, end=null)
