2026-03-04 20:58:08.174 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-03-04 20:58:08.214 [main] INFO  com.sau.BlogSystemApplication - Starting BlogSystemApplication using Java 17.0.13 with PID 24096 (D:\Java\blog-project\blog-system\target\classes started by 77639 in D:\Java\blog-project)
2026-03-04 20:58:08.215 [main] INFO  com.sau.BlogSystemApplication - No active profile set, falling back to 1 default profile: "default"
2026-03-04 20:58:08.800 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-03-04 20:58:08.803 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-03-04 20:58:08.827 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2026-03-04 20:58:09.442 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-03-04 20:58:09.452 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-03-04 20:58:09.453 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-04 20:58:09.453 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.48]
2026-03-04 20:58:09.517 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-03-04 20:58:09.517 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1271 ms
2026-03-04 20:58:10.717 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-03-04 20:58:10.730 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-03-04 20:58:10.737 [main] INFO  com.sau.BlogSystemApplication - Started BlogSystemApplication in 2.823 seconds (process running for 3.425)
2026-03-04 20:59:08.597 [http-nio-8080-exec-4] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-04 20:59:08.597 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-04 20:59:08.598 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-03-04 20:59:08.616 [http-nio-8080-exec-1] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/tag
2026-03-04 20:59:08.616 [http-nio-8080-exec-7] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostStar
2026-03-04 20:59:08.616 [http-nio-8080-exec-3] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/hot
2026-03-04 20:59:08.616 [http-nio-8080-exec-6] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/category
2026-03-04 20:59:08.616 [http-nio-8080-exec-5] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostLike
2026-03-04 20:59:08.616 [http-nio-8080-exec-4] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article
2026-03-04 20:59:09.068 [http-nio-8080-exec-2] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostShare
2026-03-04 21:00:03.534 [http-nio-8080-exec-10] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/hot
2026-03-04 21:00:03.534 [http-nio-8080-exec-8] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/tag
2026-03-04 21:00:03.534 [http-nio-8080-exec-3] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostStar
2026-03-04 21:00:03.534 [http-nio-8080-exec-1] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/category
2026-03-04 21:00:03.534 [http-nio-8080-exec-6] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostLike
2026-03-04 21:00:03.534 [http-nio-8080-exec-9] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article
2026-03-04 21:00:03.547 [http-nio-8080-exec-7] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/article/mostShare
2026-03-04 23:31:40.279 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-03-04 23:31:40.616 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
